    - Ended scoring round 369/3000 with score 0.63, trading score: -1.82
    - Ended scoring round 370/3000 with score 0.70, trading score: -1.80
    - Ended scoring round 371/3000 with score 1.00, trading score: -1.75
    - Ended scoring round 372/3000 with score 1.01, trading score: -1.75
    - Ended scoring round 373/3000 with score 0.52, trading score: -1.82
    - Ended scoring round 374/3000 with score 0.35, trading score: -1.82
    - Ended scoring round 375/3000 with score 0.20, trading score: -1.66
    - Ended scoring round 376/3000 with score 0.60, trading score: -1.19
    - Ended scoring round 377/3000 with score 0.77, trading score: -1.75
    - Ended scoring round 378/3000 with score 0.87, trading score: -1.74
    - Ended scoring round 379/3000 with score 0.33, trading score: -1.14
    - Ended scoring round 380/3000 with score 0.32, trading score: -0.92
    - Ended scoring round 381/3000 with score 0.92, trading score: -1.19
    - Ended scoring round 382/3000 with score 0.51, trading score: -0.78
    - Ended scoring round 383/3000 with score 0.92, trading score: -1.39
    - Ended scoring round 384/3000 with score 0.71, trading score: -0.36
    - Ended scoring round 385/3000 with score 0.82, trading score: -0.40
    - Ended scoring round 386/3000 with score 1.64, trading score: 0.75
    - Ended scoring round 387/3000 with score 1.74, trading score: 0.59
    - Ended scoring round 388/3000 with score 1.66, trading score: 0.62
    - Ended scoring round 389/3000 with score 1.65, trading score: 0.64
    - Ended scoring round 390/3000 with score 1.73, trading score: 0.61
    - Ended scoring round 391/3000 with score 1.69, trading score: 0.60
    - Ended scoring round 392/3000 with score 0.99, trading score: -0.39
    - Ended scoring round 393/3000 with score 1.17, trading score: -0.80
    - Ended scoring round 394/3000 with score 1.08, trading score: -0.62
    - Ended scoring round 395/3000 with score 1.48, trading score: -0.58
    - Ended scoring round 396/3000 with score 1.43, trading score: -0.47
    - Ended scoring round 397/3000 with score 1.48, trading score: -0.80
    - Ended scoring round 398/3000 with score 1.54, trading score: -0.56
    - Ended scoring round 399/3000 with score 1.52, trading score: -1.08
    - Ended scoring round 400/3000 with score 1.41, trading score: -0.91
    - Ended scoring round 401/3000 with score 1.48, trading score: -1.03
    - Ended scoring round 402/3000 with score 1.54, trading score: -1.12
    - Ended scoring round 403/3000 with score 1.39, trading score: -1.06
    - Ended scoring round 404/3000 with score 1.30, trading score: -0.78
    - Ended scoring round 405/3000 with score 1.48, trading score: -1.36
    - Ended scoring round 406/3000 with score 1.43, trading score: -0.87
    - Ended scoring round 407/3000 with score 1.39, trading score: -0.87
    - Ended scoring round 408/3000 with score 1.39, trading score: -0.90
    - Ended scoring round 409/3000 with score 1.98, trading score: -1.18
    - Ended scoring round 410/3000 with score -3.20, trading score: -1.63
    - Ended scoring round 411/3000 with score -4.51, trading score: -2.38
    - Ended scoring round 412/3000 with score -1.61, trading score: -0.93
    - Ended scoring round 413/3000 with score 1.20, trading score: -0.78
    - Ended scoring round 414/3000 with score 1.21, trading score: -1.44
    - Ended scoring round 415/3000 with score 0.67, trading score: -0.61
    - Ended scoring round 416/3000 with score 0.69, trading score: -0.95
    - Ended scoring round 417/3000 with score 0.68, trading score: -0.95
    - Ended scoring round 418/3000 with score 0.65, trading score: -0.61
    - Ended scoring round 419/3000 with score 0.66, trading score: -0.72
    - Ended scoring round 420/3000 with score 0.77, trading score: -1.13
    - Ended scoring round 421/3000 with score 0.95, trading score: -1.16
    - Ended scoring round 422/3000 with score 1.51, trading score: -1.68
    - Ended scoring round 423/3000 with score 0.41, trading score: -1.24
